id,name,department,current_shift
1650,Harry Brooks,HR,morning
1651,Katherine Miller,Finance,night
1652,Peter Garcia,IT,evening
1653,Mary Becker,IT,night
1654,Daniel Woods,Finance,night
1655,Mary Graham MD,HR,night
1656,Manuel Cunningham,IT,evening
1657,Brianna Roy,Finance,morning
1658,Justin Bautista,HR,morning
1659,Bryan Williams,Sales,evening
1660,Deborah Keith,HR,morning
1661,Regina Wright,HR,evening
1662,Courtney Brown,Sales,evening
1663,Jessica Smith,Support,morning
1664,Karen Reyes,IT,night
1665,Robert Allen,Finance,night
1666,Glenn Moran,IT,night
1667,Olivia Roach,IT,evening
1668,Caroline Burns,Sales,night
1669,Louis Wood,Finance,night
1670,Felicia Smith,Finance,evening
1671,William Walker,Support,evening
1672,Anita Burnett,IT,morning
1673,Judith Winters,Sales,night
1674,Joshua Fox,Sales,evening
1675,Tammy Jones,Support,morning
1676,Christopher French,HR,morning
1677,Melissa Brown,Sales,night
1678,Jeffrey Snyder,Support,morning
1679,Alexis Chaney,Sales,evening
1680,David Ramirez DDS,IT,morning
1681,Katherine Oconnell,IT,night
1682,Cheryl Burton,Finance,night
1683,Amy Henry,Support,evening
1684,Savannah Anderson,Support,morning
1685,Tina Mercer,IT,morning
1686,Tristan Russell,IT,morning
1687,Robin Baker,Finance,morning
1688,Daniel Thomas,Support,night
1689,Dennis Campbell,HR,evening
1690,Eric Edwards,IT,morning
1691,Lindsey Campos,IT,night
1692,Kimberly Davis,Sales,morning
1693,Nathan Willis,Support,morning
1694,Greg Solis,Sales,night
1695,Jerome Warren,Support,morning
1696,Tyler Dougherty,Finance,evening
1697,Michael Carson,HR,morning
1698,Diana Jones,HR,morning
1699,Courtney Thomas,Support,night
1700,Shawn Barajas,Finance,night
1701,Amanda Hernandez,Sales,morning
1702,Matthew Anderson,IT,night
1703,Donna Hill,Finance,night
1704,Antonio Rodriguez,Support,night
1705,Jessica Walls,HR,morning
1706,Barry Russo,Support,night
1707,Jennifer Johnson,Sales,evening
1708,Courtney Thomas,Finance,night
1709,Timothy Cruz,Finance,morning
1710,Ashley Foster,Support,night
1711,James Lewis,Support,night
1712,Jeffery Diaz,HR,night
1713,Samantha Ballard,Finance,evening
1714,Jennifer Cole,HR,morning
1715,Mark Thomas,IT,morning
1716,Justin Short,Finance,morning
1717,Rachel Welch,HR,evening
1718,Kelli Rojas,IT,morning
1719,Shannon Perry,HR,night
1720,Steve Williams,IT,morning
1721,Joshua White,Finance,morning
1722,Sandra Medina,IT,night
1723,Cory Vaughan,Sales,evening
1724,Christopher Lopez,Sales,evening
1725,Timothy Ryan,Sales,night
1726,Kristin Jones,HR,morning
1727,Robert Meyer,Finance,night
1728,Michele Estrada,Finance,morning
1729,Clarence Scott,IT,morning
1730,Julie Hebert,HR,morning
1731,Samuel Andrews,Finance,evening
1732,Kyle Bailey,IT,morning
1733,Jay Camacho,IT,evening
1734,Tyler Jones,Support,morning
1735,John Moreno,Sales,evening
1736,Jesse Hill,Finance,morning
1737,Nancy Wagner,Finance,evening
1738,Grace Ortega,HR,night
1739,Rachael Johnson,Support,evening
1740,Patrick Moody,Support,morning
1741,Samantha Perez,HR,evening
1742,Justin Alexander,IT,night
1743,Erica Lee,Support,evening
1744,Kevin Dixon,IT,night
1745,Christian Carter,HR,night
1746,Nathan Taylor,Finance,morning
1747,Jake Johnson,IT,evening
1748,Thomas Mahoney,Support,evening
1749,Joel Robinson,Sales,morning
1750,Chad Bailey,Sales,evening
1751,Bryan Jackson,Support,evening
1752,Raymond Lewis,IT,evening
1753,Rachel Rodriguez,IT,morning
1754,David Parrish,HR,morning
1755,Sue Ross,IT,night
1756,Elizabeth King,Support,morning
1757,Nicole Barron,Finance,night
1758,Michael Elliott,IT,evening
1759,Kayla Meyer,Sales,evening
1760,Jennifer Morris,HR,evening
1761,Jordan Holt,Support,night
1762,Traci Stokes,HR,morning
1763,Elizabeth Torres,HR,night
1764,Jade Johnson,Finance,morning
1765,Mr. Robert Aguirre,Sales,morning
1766,Lawrence Bright,IT,morning
1767,Sean Lewis,Finance,morning
1768,Jaclyn Gonzalez,IT,evening
1769,Christopher Hill,Finance,morning
1770,Nicholas Beard,Finance,evening
1771,Megan Villegas,Support,night
1772,Debbie Brown,Finance,morning
1773,Amanda Lee,Support,evening
1774,John Duncan,HR,morning
1775,Frances Massey,IT,evening
1776,Suzanne Brooks,IT,evening
1777,Sheila Harvey,Support,evening
1778,Terry Jones,Support,night
1779,Tanya Gibbs,Finance,evening
1780,Jesus Wilcox,Support,morning
1781,Brandon Watkins,Support,morning
1782,Michael Turner,Sales,night
1783,Crystal Livingston,Sales,night
1784,Pamela Johnson,IT,morning
1785,Lisa Anderson,Support,evening
1786,James Fitzgerald,Finance,evening
1787,Roberta Hoffman,IT,night
1788,Alex Ramirez,IT,evening
1789,Christopher Hayes,IT,night
1790,Beth Hughes,Support,morning
1791,Patricia Martinez,IT,morning
1792,Joshua Powers,Sales,night
1793,John Moore,Finance,evening
1794,Corey Haley,Finance,morning
1795,Wendy Newman,Finance,night
1796,Ashley Mitchell,Support,evening
1797,Olivia Lucas,Finance,morning
1798,Stephanie Butler MD,Finance,morning
1799,Joshua Hebert,Support,morning
1800,Michael Anthony,HR,evening
1801,Anthony Allen,Sales,night
1802,Jesse Turner,HR,morning
1803,Stacy Fields,Support,night
1804,Richard Schneider,Finance,night
1805,Haley Shelton,Finance,morning
1806,Paul King,Support,night
1807,Catherine Mcclain,Finance,evening
1808,Matthew Hudson,IT,night
1809,Karen George,IT,night
1810,Leslie Garcia,IT,night
1811,Jessica Stevenson,Support,morning
1812,Melissa Russo DDS,Support,evening
1813,Vincent Smith,Support,morning
1814,Holly Richmond,Finance,morning
1815,Melissa Tapia,Sales,night
1816,William Rodriguez,Support,night
1817,Kimberly Hart,IT,evening
1818,Tyler Ryan,Finance,morning
1819,Sherry Wood,Support,night
1820,Judith Norris,Sales,night
1821,Kyle Wilson,Support,morning
1822,Crystal Johnston,HR,evening
1823,Frank Graves,Finance,morning
1824,Billy Robinson,Sales,night
1825,Nicholas Young,Support,morning
1826,Michael May,Finance,evening
1827,Christine Rodriguez,Finance,night
1828,Teresa Parker,HR,morning
1829,Melanie Roberts,IT,evening
1830,Christine Hall,HR,night
1831,Mr. Roger Wilson,Support,evening
1832,Justin Scott,Finance,morning
1833,Gregory Hatfield,Support,morning
1834,Jesse Ortega,Support,evening
1835,Tracy Jones,IT,evening
1836,Roberta Herrera,Support,evening
1837,Scott Solis,Support,evening
1838,Valerie Sanchez,Finance,night
1839,Amy Harris,Support,night
1840,Nicole Kline,IT,night
1841,Rachel Compton,Sales,morning
1842,Daniel Smith,HR,evening
1843,Brad Hansen,HR,morning
1844,Michelle Kim,IT,morning
1845,Beth West,HR,evening
1846,Charles Wells,Sales,evening
1847,Robert Bonilla,Finance,evening
1848,Jacob Clark,Support,evening
1849,Paul Gonzales,IT,night
1850,Joseph Humphrey,Finance,night
1851,Tammy Bowers,Support,morning
1852,Charles Morris,Sales,morning
1853,Jennifer Jordan,Finance,morning
1854,Maria Hudson,HR,morning
1855,Jordan Clark,Sales,night
1856,Tina Huerta,IT,evening
1857,Jack Scott,Finance,evening
1858,Brandon Ewing,Finance,evening
1859,Ann Morrison,Sales,evening
1860,Jeffrey Jordan,Support,morning
1861,Yvonne Green,Finance,morning
1862,Beth Martin,Sales,evening
1863,Cody Foster,Sales,night
1864,Alicia Miller DDS,Sales,evening
1865,Dennis Ball,IT,night
1866,Frederick Kennedy,IT,morning
1867,Angela Castillo,Sales,morning
1868,Elizabeth Mccoy,Sales,morning
1869,Mark Jefferson,Sales,evening
1870,Tami Hoffman,IT,evening
1871,Jeff Fowler,Sales,morning
1872,Robert Roy,IT,night
1873,Brendan Collins,HR,evening
1874,Denise Walker,Support,morning
1875,Cody Rose,Sales,evening
1876,Sean Ashley,Finance,evening
1877,Amanda Phillips,IT,night
1878,Mr. Jordan Bond Jr.,IT,morning
1879,Victoria Pitts,IT,morning
1880,Natalie Carpenter,Sales,morning
1881,Zachary Payne,Finance,night
1882,Andrew Dunn,Support,night
1883,Stephen Oliver,HR,night
1884,Kelsey Rodriguez,HR,night
1885,Kenneth Mcbride,IT,morning
1886,Kelly Vincent,IT,morning
1887,Lisa Walters,Support,morning
1888,Kevin Mullins,HR,night
1889,Joseph Bradshaw,Support,evening
1890,Sally Schroeder,Support,morning
1891,Amanda Castaneda,IT,evening
1892,Sabrina Garcia,Finance,night
1893,Maureen Thompson,IT,night
1894,Christopher Brock,IT,evening
1895,Emily Hanson,Support,evening
1896,Shawn Hoffman,IT,evening
1897,Tammy Ortiz,Finance,night
1898,Timothy Roberts,Sales,morning
1899,Brent Smith,IT,morning
1900,Joseph Kirk,Sales,morning
1901,Tracy Henderson,Sales,morning
1902,Keith Compton,Sales,night
1903,Edward Roach,HR,morning
1904,Marcus Owens,Finance,morning
1905,Christopher Lopez,HR,night
1906,Aaron Williams,Support,evening
1907,Michael Miller,Finance,night
1908,Jennifer Johnson,HR,night
1909,Elizabeth Johnson,Finance,morning
1910,Linda Campbell,HR,evening
1911,David Ramos,HR,night
1912,Joseph Miller,IT,night
1913,Bryan Hughes,HR,night
1914,Zachary Kim,HR,morning
1915,Darrell Vang,Finance,night
1916,April Gill,IT,evening
1917,Melissa West,IT,night
1918,Alexander Howard,Sales,evening
1919,Roy Jensen,Sales,morning
1920,Samantha Willis,Finance,night
1921,Lacey Gutierrez,IT,morning
1922,Marcus Gay,Support,night
1923,Amanda Mckee,HR,evening
1924,Melissa Riley,HR,night
1925,James Martinez,Support,night
1926,Hannah Morris,Sales,morning
1927,Jordan Love,IT,evening
1928,Mitchell Martinez,Finance,evening
1929,Scott Smith,Finance,night
1930,David Mcgee,Sales,evening
1931,Ashley Johnson,IT,evening
1932,Natalie Gonzalez,Sales,night
1933,April Hodges,Sales,evening
1934,Donald Lopez,HR,night
1935,Lisa Nelson,Finance,night
1936,Yolanda Thomas,HR,evening
1937,Kimberly Perez,Sales,evening
1938,Frank Herrera,HR,morning
1939,Ronald Ellis,HR,night
1940,Elizabeth Brown,Sales,night
1941,Donna Rodgers,Finance,night
1942,Anthony Davis,Finance,morning
1943,Anne Hughes,IT,night
1944,Joseph Benson,Sales,evening
1945,Kelly Garrison,IT,morning
1946,Michael Walls,Finance,morning
1947,Vanessa Adkins,Finance,night
1948,Robert Henderson,Sales,night
1949,James Frye,Sales,night
1950,Stephanie Myers,Sales,morning
1951,Mr. Steven Smith,Support,night
1952,Raymond Dixon,Support,morning
1953,Samantha Reilly,IT,night
1954,Sandra Gutierrez,HR,morning
1955,Erica Watts,Sales,night
1956,Kelly Sims,Support,evening
1957,Thomas Ford,Sales,evening
1958,Kimberly Ray,Sales,morning
1959,Laurie Rogers,HR,evening
1960,Kenneth Mason,Support,night
1961,Cristina Huff,Support,night
1962,Matthew Pearson,Support,evening
1963,Natalie Adams,IT,night
1964,Tracie Davis,Sales,night
1965,Ryan Torres,Support,evening
1966,Maria Brooks,HR,morning
1967,Denise Wright,IT,night
1968,Lori Kennedy,Support,morning
1969,Scott Thompson,Support,night
1970,Lisa Cruz,Sales,evening
1971,Misty Carter,Support,evening
1972,Stephen Jones,HR,night
1973,Valerie Smith,Support,evening
1974,Tabitha Gonzalez,Finance,morning
1975,David Johnson,HR,night
1976,Ashley Johnson,IT,evening
1977,Marc Myers,Finance,morning
1978,Karen Johnson,Finance,morning
1979,Jennifer Johnson,Support,night
1980,Trevor Becker,Support,morning
1981,Rachel Stevens,IT,night
1982,Kevin Rivers,Finance,night
1983,Kimberly Coleman,HR,night
1984,Jose Hart,IT,morning
1985,Christopher Johnston,Support,morning
1986,Clayton Wallace,IT,evening
1987,Tyler Smith,IT,night
1988,Carolyn Reed,IT,morning
1989,John Rogers,Sales,morning
1990,David Stevens,Support,evening
1991,Anthony Perez,Finance,night
1992,Teresa Butler,Sales,morning
1993,Michael Park,Sales,morning
1994,Robert Mosley,Sales,morning
1995,Sean Marshall,Support,evening
1996,Brittany Martinez,Finance,morning
1997,Megan Lee,HR,evening
1998,Mitchell Rodriguez,IT,night
1999,Benjamin Tucker,Finance,night
2000,Gabriel Horton,Support,night
2001,Melanie Contreras,HR,night
2002,Kyle Cruz Jr.,HR,morning
2003,Luis Carr,Finance,morning
2004,Paul Rodriguez,Finance,evening
2005,Teresa Irwin,Sales,evening
2006,Nathaniel Smith,Finance,night
2007,Kim Freeman,IT,morning
2008,Jennifer Carter,Support,evening
2009,Lori Oliver,HR,morning
2010,Donald Miller,Support,morning
2011,Mary Johnson,Finance,evening
2012,Tony Griffin,IT,night
2013,Andrew Lane,Sales,night
2014,Stacey Juarez,Sales,night
2015,Mrs. Briana Pham,Support,morning
2016,Adam Patel,Sales,night
2017,Stacey Duarte,IT,evening
2018,Matthew Jones,Support,morning
2019,Rachel Burke PhD,Support,morning
2020,Luke Hernandez,Sales,evening
2021,Alex Estrada,HR,evening
2022,Joseph Phillips,HR,morning
2023,Stephen Walton,Finance,evening
2024,Timothy Smith,IT,night
2025,Robert Murray,Sales,night
2026,Jason Harmon,Support,night
2027,James Madden,Sales,morning
2028,Danielle Wilson,Finance,night
2029,Sierra Ferrell,IT,evening
2030,Aaron Bradley,IT,morning
2031,Misty Robertson,IT,evening
2032,Mr. Roger Fields MD,Support,night
2033,Nicole Williams,IT,night
2034,Jasmine Johnson,IT,night
2035,Colleen Coleman,HR,night
2036,Cameron Gonzalez,IT,morning
2037,Andrea Abbott,HR,evening
2038,Margaret Mcdowell,Support,morning
2039,Kenneth Brown,Support,evening
2040,Dana Palmer,Support,morning
2041,Victor Jacobson,Support,morning
2042,Kimberly Torres,Support,evening
2043,Gina Blanchard,IT,morning
2044,Dylan Mahoney,HR,night
2045,Anthony Olson,Sales,night
2046,David Landry Jr.,HR,morning
2047,Thomas Ortega,IT,morning
2048,Robert Black,Support,morning
2049,Steven Cox,IT,morning
2050,Ashley Hunter,Support,night
2051,Daniel Melton,HR,night
2052,Morgan James,Sales,morning
2053,Pedro Solis,HR,night
2054,Chelsea Hansen,IT,night
2055,Jacqueline Flynn,Finance,evening
2056,Tyler Lewis,Finance,evening
2057,Adam Hernandez MD,HR,night
2058,Patricia Horton,HR,evening
2059,Candace Hall,IT,evening
2060,Matthew Savage,Support,morning
2061,Kurt Warner,HR,morning
2062,Pamela Noble,Finance,morning
2063,Zachary Barnes,Support,night
2064,Stephen Taylor,Support,morning
2065,Trevor Bray,IT,evening
2066,Sarah Simpson,Finance,night
2067,Joshua Andrade,Finance,morning
2068,Amber Roy,IT,night
2069,Christina Robinson,Support,morning
2070,Brian Fowler,Support,evening
2071,Brianna Ross,Sales,night
2072,William Rodriguez,Support,night
2073,Lisa Parker,HR,night
2074,John Moreno,IT,morning
2075,Valerie Ward,HR,morning
2076,Bruce Cole,Support,night
2077,Jennifer Davis,Finance,night
2078,Brian Duncan,Support,night
2079,Jessica Potts,Finance,morning
2080,Troy Mendez,IT,morning
2081,Brandy Horne,IT,evening
2082,Christopher Brennan,Sales,evening
2083,Kevin Long,IT,night
2084,Susan Smith,Finance,night
2085,Roger Edwards,Finance,evening
2086,Patrick Rodriguez,IT,evening
2087,Linda Gould,Support,evening
2088,Adriana Roberts,Sales,morning
2089,Larry Miller,Sales,morning
2090,Daniel Buchanan,Finance,night
2091,William Edwards,Finance,night
2092,Michael Wright,HR,evening
2093,Gregory Gomez,Support,night
2094,Isaac Ross,Finance,night
2095,Shawn Rodriguez,HR,night
2096,Carolyn Silva,HR,night
2097,Eric Carroll,Sales,evening
2098,Daniel Davidson,Sales,morning
2099,Linda Johnson,Support,morning
2100,Chelsea Koch,HR,morning
2101,Brooke Sampson,Finance,morning
2102,Nina Porter,Sales,morning
2103,Travis Monroe,Sales,evening
2104,Elijah Stevens,Sales,morning
2105,Stacey Wilson MD,Sales,night
2106,Aaron Hernandez,Support,night
2107,Mrs. Angela Todd MD,Finance,evening
2108,Melissa Barrett,Finance,night
2109,Lee Hubbard,Sales,morning
2110,Justin Thomas,HR,evening
2111,Lisa Herrera,Finance,morning
2112,Richard Wilson,IT,morning
2113,Sharon Garcia,Finance,evening
2114,Christopher Jones,HR,night
2115,Daniel Herrera,HR,night
2116,Wanda Haynes,Sales,morning
2117,Cheryl Brown,IT,evening
2118,Erin Rowe,Finance,evening
2119,Keith Barber,Finance,morning
2120,Melissa Wilson,IT,evening
2121,Barbara Frederick,IT,evening
2122,Erica Dean,Sales,evening
2123,Megan Patrick,Sales,night
2124,Philip Jimenez,Support,night
2125,Cindy Maxwell,IT,night
2126,Gina Powers,Finance,night
2127,Eric Garcia,HR,night
2128,Julie Griffin,Sales,night
2129,Morgan Rich,HR,night
2130,Michael Clark,Support,night
2131,Shane Palmer,Sales,evening
2132,Erin Richardson,IT,morning
2133,James Lewis,Support,night
2134,Travis Franklin,Sales,evening
2135,Trevor Nelson,Sales,night
2136,Jerry Velazquez,Sales,morning
2137,Robert Bennett,Finance,night
2138,Johnny King,Sales,evening
2139,Taylor Stuart,Support,night
2140,Chad Gibson,Finance,evening
2141,Shane Hoffman,IT,night
2142,Cindy Lee,Sales,night
2143,Heather Goodwin,IT,morning
2144,Brian Johnson,Finance,night
2145,Laura Brady,Finance,morning
2146,Michelle Martinez,IT,morning
2147,Christian Graves,Finance,night
2148,Eileen Roy,Support,night
2149,John Chaney,Finance,night
2150,Brianna Lopez,Support,night
2151,James Howell,Sales,evening
2152,Natalie Navarro,Finance,night
2153,Glenda Meadows,IT,morning
2154,Rodney Hayes,Support,morning
2155,Molly Harrison,IT,morning
2156,Ryan Mack,IT,morning
2157,Heather Mendoza,Support,morning
2158,Robert Richardson,Finance,morning
2159,David Kramer,Support,morning
2160,Matthew Rose,HR,morning
2161,Kenneth Hamilton,HR,evening
2162,Kenneth Hall,Support,night
2163,Dr. Maria Wall,Finance,night
2164,Stephen Carter,Sales,morning
2165,Gabriella Lee,IT,night
2166,John Bell,HR,evening
2167,Leslie Martinez,Finance,evening
2168,Jermaine Lopez,Support,night
2169,Grant Williams,Support,night
2170,Jordan Gross,Support,morning
2171,Brittany Wilson,Sales,evening
2172,Tony Reed,Finance,morning
2173,Kenneth Gray,HR,evening
2174,Jennifer Campbell,IT,morning
2175,Karen Carpenter,IT,morning
2176,Susan Johnson,HR,night
2177,Robert Mejia,IT,night
2178,Jerry Farrell,Support,evening
2179,Patricia Lopez,Sales,evening
2180,Rebecca Alvarez,IT,evening
2181,Lisa Poole,Support,morning
2182,Carl Simmons,Finance,evening
2183,Megan Williams,IT,morning
2184,Melissa Brady,Finance,evening
2185,Nicholas Walls,HR,evening
2186,Megan Castro,Sales,evening
2187,Melissa Cobb,IT,evening
2188,Breanna Hayden,IT,night
2189,Debra Dean,IT,night
2190,Sharon Hall,Finance,evening
2191,Peter Conley,IT,morning
2192,James Barron,Support,evening
2193,Stephen Suarez,IT,morning
2194,Rebecca Gonzalez,IT,morning
2195,David Lucas,Support,night
2196,Jerry Lyons,HR,evening
2197,Lisa Ibarra,Support,morning
2198,Jesus Roberts,Finance,evening
2199,Jeffrey Rodriguez,Support,morning
2200,Adam Vincent,IT,evening
2201,Melissa Garza,Support,evening
2202,James Guerrero,IT,morning
2203,Kim Price,HR,morning
2204,Patrick Barrera,HR,night
2205,Amanda Shepard,HR,morning
2206,Michael Johns,Support,night
2207,Jason Tanner,Finance,morning
2208,Valerie White,Support,night
2209,Mr. Todd Diaz,IT,evening
2210,Brittney Reilly,Support,morning
2211,Elizabeth Allison,Support,night
2212,James Cox,Sales,evening
2213,Janice Roberts,IT,night
2214,Kevin Sanders,Finance,evening
2215,Robin Cummings,Support,evening
2216,Lisa Dunlap,HR,morning
2217,Sara Weaver,HR,evening
2218,Rachel Butler,Support,morning
2219,Eric Mcmahon,Sales,night
2220,Alexis Horn,Finance,evening
2221,Peter Wilson,Finance,night
2222,Hannah Marsh,IT,evening
2223,Beverly Miller,Sales,evening
2224,Mrs. Beverly Myers,Sales,morning
2225,Raymond Bradford,Support,night
2226,Tara Hoffman,Support,evening
2227,Kimberly Weber,Finance,evening
2228,Michael Glass,Support,evening
2229,James Hanson,HR,night
2230,Barbara Gibson,IT,morning
2231,Rachel Moore,IT,morning
2232,Sara Johnson,IT,morning
2233,Jennifer Sanford,HR,evening
2234,Melanie Fox,Sales,evening
2235,John Young,HR,evening
2236,Pamela Gutierrez,HR,morning
2237,John Garrison,Support,morning
2238,Mark Acosta,HR,night
2239,Elizabeth Bradley,Support,night
2240,Brian Wood,IT,night
2241,Sandra Stewart,HR,evening
2242,Lori Watson,Finance,night
2243,Mathew Gonzalez,Sales,evening
2244,Chelsea Reynolds,Support,night
2245,Cheyenne Francis,Sales,night
2246,David Hudson,IT,morning
2247,Ruben Bryant,Sales,morning
2248,Jessica Garcia,HR,evening
2249,Anthony Patterson,IT,morning
2250,Paul Arroyo,Finance,morning
2251,Sean Parker,Finance,night
2252,Peter Parsons,Sales,evening
2253,Rebecca White,HR,evening
2254,Donna Hamilton,IT,evening
2255,Mike Kirby,HR,evening
2256,Lindsey Turner,Finance,morning
2257,Philip Watson,IT,night
2258,Gregory Hayes,Support,morning
2259,Jeremiah Williams,Sales,evening
2260,Christopher Flores,Finance,night
2261,Jason Anderson,Sales,evening
2262,Natalie Hunt,HR,morning
2263,Jose Mcdonald,IT,morning
2264,Edward Lewis,IT,morning
2265,Jeffrey Barnes,Sales,morning
2266,Vernon Mcgee,IT,morning
2267,Katie Rogers,Support,evening
2268,Pamela Perry,IT,night
2269,Lori Schmidt,IT,night
2270,Kevin Myers,IT,morning
2271,Natasha Conrad,IT,night
2272,Sophia Calderon,HR,morning
2273,Terry Walker,IT,evening
2274,Eric Roberts,HR,night
2275,Colleen King,Finance,night
2276,Kari Pham,Finance,evening
2277,Stephanie Owens,IT,morning
2278,Diane Powell,HR,night
2279,Adam Rivera,Finance,night
2280,Jessica Mccormick,Finance,evening
2281,Dustin Ritter,IT,night
2282,Christopher Dunn,Support,night
2283,Michael Newton,Support,evening
2284,Mark Williams,IT,morning
2285,David Williams,Support,morning
2286,James Hale,HR,night
2287,Susan Mcclain,IT,night
2288,John Jackson,Finance,evening
2289,Darrell Coleman,Support,evening
2290,Keith Green,Finance,night
2291,Jesse Clay,Sales,morning
2292,Ashley Harris,Finance,morning
2293,Donald King,Finance,morning
2294,Matthew Wright,IT,evening
2295,Darlene Brock,Sales,evening
2296,Michael Davis,HR,evening
2297,Melissa Barnett,IT,night
2298,Timothy Murphy,Finance,night
2299,Theresa Williams,Support,night
2300,Tara Oliver,Sales,night
2301,Mackenzie Rios,Finance,night
2302,James Miller,IT,evening
2303,Yesenia Holmes,Sales,evening
2304,Donald Morgan,IT,morning
2305,Elizabeth Harris,Sales,morning
2306,Elizabeth Garza,HR,morning
2307,Deborah Potter,Sales,evening
2308,Nancy Craig,Finance,morning
2309,Alicia Castaneda,Finance,evening
2310,Damon Rojas,Finance,morning
2311,Alisha Baker,Finance,evening
2312,Douglas Castaneda,IT,morning
2313,Ashley Evans,HR,night
2314,Elizabeth Thompson,Support,morning
2315,Brian Kidd,HR,morning
2316,Sheryl Montoya,HR,night
2317,Karen Ramirez,Sales,morning
2318,Kaitlyn Cummings,Finance,night
2319,Linda Wade,HR,morning
2320,Daniel Harvey,Sales,morning
2321,Kim Savage,Finance,evening
2322,Amanda Mccann,Support,night
2323,Lisa Ewing,IT,evening
2324,Jennifer Chen,Finance,evening
2325,Steven Reynolds,Support,night
2326,Heather Jimenez,IT,evening
2327,Kenneth Anderson,HR,night
2328,Danielle Davis,Finance,evening
2329,Charles Espinoza,Support,evening
2330,Sheila Edwards,Finance,evening
2331,Kristin Morrison,Finance,night
2332,Joy Harris,IT,evening
2333,Andrew Perez,IT,evening
2334,Robert Hale,HR,evening
2335,Dr. Dana Chapman,HR,night
2336,Joshua Werner,Support,night
2337,Tyrone White,HR,night
2338,Jason Edwards,Finance,night
2339,Nicholas Garcia,IT,morning
2340,Jessica Blevins,IT,evening
2341,William Wise,Sales,evening
2342,James Lopez,Support,evening
2343,Taylor Anderson,Support,morning
2344,Kimberly Green,Support,evening
2345,Wendy King,IT,evening
2346,Gregory Charles,IT,evening
2347,Hannah Garcia,IT,morning
2348,Jill Sullivan,HR,morning
2349,James Brown,Sales,night
2350,Susan Walker,Sales,night
2351,Taylor Moore,Finance,evening
2352,Warren Johnson,HR,morning
2353,Joseph Tran,HR,evening
2354,Alyssa Edwards,Finance,evening
2355,Samantha Jackson,HR,morning
2356,Gregory Wilson,IT,night
2357,Samantha Soto,Finance,evening
2358,Nicholas Hall,Finance,evening
2359,Emily Reed,Finance,morning
2360,Hannah Boyd,HR,morning
2361,William Johnson,Sales,morning
2362,Andrea Arnold,Support,evening
2363,Anthony Bates,IT,evening
2364,Anne Meyer,Sales,evening
2365,Danny Thomas,Support,evening
2366,Debra Hartman,Sales,evening
2367,Stephanie Castillo,Sales,night
2368,Michael Bean,Finance,morning
2369,David Walters,IT,evening
2370,Brian Reynolds,IT,evening
2371,Karen Roberson,IT,morning
2372,Ryan Lowe,IT,evening
2373,Glenn Perry,HR,evening
2374,Daniel Ingram,Support,evening
2375,Jessica Mercer,Support,morning
2376,William Jones,IT,night
2377,Elizabeth Phelps,Sales,night
2378,Rodney Phelps,Finance,evening
2379,Tammy Wallace,IT,morning
2380,Steve Johnson,Sales,morning
2381,Michele Sanford,Support,evening
2382,Kevin Evans,Sales,night
2383,Patrick Gonzalez,Finance,morning
2384,Joseph Mcneil,IT,evening
2385,Gary Cook,Support,morning
2386,Timothy Munoz,IT,night
2387,Jason Mendoza,Support,night
2388,Nicholas Wilson,HR,evening
2389,Crystal Miller,Support,morning
2390,Teresa Dunlap,IT,evening
2391,Ian Rivera,HR,morning
2392,Lori Monroe,Finance,morning
2393,Michele Pace,Support,evening
2394,Angela Love,Sales,night
2395,Tyler Villa,Sales,night
2396,Kim Diaz,HR,night
2397,Norman Castaneda,Sales,night
2398,Mary Parker,IT,morning
2399,Sheri Thomas,HR,night
2400,Eric Moody,IT,evening
2401,Karen Schneider,Finance,morning
2402,Edward Green,Finance,night
2403,David Mann,Support,morning
2404,Jennifer Pierce,Finance,evening
2405,Michelle Jensen MD,IT,evening
2406,Brandon Carrillo,IT,morning
2407,Timothy Ramirez,Sales,night
2408,Terri Jarvis,Sales,evening
2409,Jocelyn Clark,Support,morning
2410,Linda Hill,Sales,evening
2411,Dana Kelley,Support,morning
2412,Brian Garcia,HR,night
2413,Stephen Shannon,IT,morning
2414,Shane Cole,IT,morning
2415,Charles Fisher,Sales,evening
2416,Ashley Hall,Finance,morning
2417,Molly Combs,IT,morning
2418,Kathleen Soto DDS,Finance,evening
2419,Karen Parsons,IT,evening
2420,Abigail Kline,IT,morning
2421,Maria Hall,Sales,night
2422,Brianna Briggs,HR,morning
2423,Christina Robinson,Sales,morning
2424,Nicole Smith,HR,evening
2425,Jeffrey Erickson,Support,night
2426,Jessica Reeves,Finance,morning
2427,Douglas Robinson,HR,night
2428,Matthew Hall,IT,night
2429,Erica Mullins,HR,morning
2430,Angela Mccarthy,Finance,night
2431,Shannon Walker,Finance,night
2432,Derek Watts,Sales,morning
2433,Todd Kelly,Sales,morning
2434,Shannon Carpenter,Finance,evening
2435,Courtney Acosta,HR,evening
2436,Lynn Middleton,IT,night
2437,Kelly Bush,HR,morning
2438,Clayton Jacobs,HR,evening
2439,Rebecca Berry,Finance,evening
2440,Susan Johnson,IT,morning
2441,Heather Ayala,Support,night
2442,Joseph Stevens,IT,night
2443,Dennis Rogers,Sales,evening
2444,Eric Williams,IT,evening
2445,Michael Jones,Finance,morning
2446,Matthew Erickson,Finance,evening
2447,Sonya Rivas,Sales,night
2448,Kenneth Benton,IT,evening
2449,Heather Nunez,Finance,morning
